Daily_UV,Average_registration_rate,Average_search_volume,Visit_depth,Average_session_duration,Order_conversion_rate,Total_advertising_duration,Material_type_gif,Material_type_jpg,Material_type_video,Ad_type_Information flow,Ad_type_Splash Screen,Ad_type_banner,Ad_type_tips,Cooperation_method_cpc,Cooperation_method_cpd,Cooperation_method_cpm,Cooperation_method_roi,Ad_size_140*40,Ad_size_308*388,Ad_size_390*270,Ad_size_450*300,Ad_size_480*360,Ad_size_600*90,Ad_size_900*120,Ad_size_960*126,Ad_selling_point_Employment,Ad_selling_point_Expert faculty,Ad_selling_point_Free,Ad_selling_point_Improving efficiency,Ad_selling_point_Low Price,Ad_selling_point_Promotion and salary increase
0.001212901828089747,0.07928388746803068,0.009932497589199615,0.0062523027682208285,0.06101110539221746,0.012471131639722863,0.44827586206896547,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.003459616655023916,0.03580562659846547,0.009064609450337513,0.008116970929751919,0.03800691811318466,0.012009237875288683,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.006157413941492116,0.040920716112531966,0.011764705882352943,0.008253733673947411,0.03676399524407814,0.012009237875288683,0.27586206896551724,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5.3766182731488124e-05,0.0,0.012825458052073288,0.00557971583967732,0.04350679561897784,0.007852193995381061,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.018629982316460635,0.053708439897698204,0.011089681774349084,0.008094517344884002,0.038508132941052195,0.012009237875288683,1.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.015698934678436718,0.05115089514066496,0.01012536162005786,0.014261088243609148,0.05469085384081148,0.012009237875288683,0.7586206896551725,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2.648775178683606e-05,0.0,0.011571841851494697,0.011066555487400986,0.059444528105115774,0.0,0.5862068965517242,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0022506682227232495,0.07416879795396418,0.011957569913211187,0.008392537653130899,0.035321035963849605,0.011085450346420321,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.10671638457211015,0.15345268542199486,0.07704918032786885,0.029510134221406636,0.08109566010891871,0.04110854503464203,0.5862068965517242,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4.744074946896011e-05,0.0,0.014657666345226616,0.008659939436557906,0.022939006875408785,0.0,0.3793103448275862,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3.5975901680628085e-05,0.24552429667519177,0.027772420443587274,0.011285988248610174,0.0587500196665011,0.011547344110854504,0.8275862068965517,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.002032440775166033,0.09207161125319692,0.008678881388621022,0.0049040670586518245,0.039519552997287155,0.018937644341801386,0.9655172413793104,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.015681539736964765,0.06905370843989769,0.008775313404050146,0.005185757486994782,0.034262416304990356,0.014318706697459584,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.004746051644790552,0.10741687979539641,0.009161041465766635,0.0049040670586518245,0.035970592399964946,0.015704387990762122,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.00641952408230812,0.03069053708439897,0.009064609450337513,0.006700353848085171,0.024678649372132905,0.006004618937644341,0.7586206896551725,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0007135879399289417,0.040920716112531966,0.00626808100289296,0.008671166228991865,0.02799610715658356,0.011085450346420321,1.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.12977812356812948,0.06138107416879794,0.007907425265188044,0.013511955003015927,0.05523027787080346,0.013394919168591223,0.6896551724137931,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.00011702051535676829,0.0,0.005978784956605593,0.013566047730197726,0.07141299877056273,0.029099307159353348,0.5862068965517242,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.1062348609650002,0.09462915601023017,0.008678881388621022,0.015265375857701425,0.05452453143156395,0.022632794457274823,0.9310344827586207,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0058510257678384145,0.16112531969309463,0.02179363548698168,0.025108210969800954,0.0774388147055981,0.05311778290993071,0.2068965517241379,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.03854679496226682,0.11253196930946291,0.01051108968177435,0.014701995001015516,0.049514630753013475,0.030023094688221705,0.8620689655172414,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6.799840757217616e-05,0.13554987212276215,0.010318225650916104,0.012552574558659484,0.05777456121226561,0.018475750577367205,0.7586206896551725,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3.795259957516809e-05,0.0,0.01832208293153327,0.009331505747607417,0.08591676237697199,0.0,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2.609241220792806e-05,0.0,0.0,0.008350692335877052,0.10128135683124344,0.0,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
5.337084315258012e-05,0.1713554987212276,0.019382835101253618,0.007671981702369567,0.0790188775934496,0.0,0.3793103448275862,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.016151993835865287,0.08439897698209718,0.01764705882352941,0.01950604154525571,0.06725943373962451,0.025866050808314087,1.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0010255108676873546,0.10485933503836317,0.007232401157184185,0.005911416525226091,0.05019340599075338,0.007852193995381061,0.034482758620689655,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0002099253164001485,0.04603580562659846,0.017357762777242044,0.010132690480394446,0.040521982653022245,0.022632794457274823,0.4827586206896552,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.005186459935694065,0.10230179028132992,0.007907425265188044,0.010335793361699697,0.05261182372521741,0.033256351039260966,0.1724137931034483,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.04039500749366172,0.03069053708439897,0.00819672131147541,0.010237814082276059,0.04277183037811377,0.006466512702078522,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.495220146821213e-05,0.0,0.0,0.008827320705573287,0.040856875071642255,0.007390300230946882,0.44827586206896547,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.01570249273464689,0.10230179028132992,0.01677917068466731,0.01824251708768839,0.06540291603640214,0.013394919168591223,0.24137931034482757,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.006257039515376932,0.08951406649616368,0.013307618129218901,0.016019612185764632,0.06623452808263976,0.010623556581986143,0.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.060346610022412e-05,0.0,0.0,0.0030996153292665134,0.052009466891726364,0.0,0.7931034482758621,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00015141505872176436,0.06138107416879794,0.004628736740597879,0.012403564404536032,0.10044749718488084,0.019861431870669743,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00016446126482572837,0.0,0.017743490838958535,0.008963062832274785,0.048842598315648474,0.005080831408775982,0.2068965517241379,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4.23013349431561e-05,0.0,0.016200578592092577,0.008661980671545898,0.07353023808828124,0.0,0.8275862068965517,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.002453082087124146,0.005115089514066496,0.010318225650916104,0.008587475594484174,0.04171545831937949,0.0069284064665127015,0.3793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.01718185343892063,0.03069053708439897,0.011475409836065575,0.016714652699176057,0.05085869562774348,0.007852193995381061,0.3793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00020004182692744848,0.19437340153452684,0.01639344262295082,0.012483172569067738,0.054812224247559674,0.0023094688221709007,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4.625473073223611e-05,1.0,0.0,0.011402338642925742,0.10112627242262075,0.018013856812933025,0.44827586206896547,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3.123182673373207e-05,0.0,0.011089681774349084,0.012669945570469045,0.07180632879243189,0.07759815242494225,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.013906069688088933,0.07161125319693094,0.009836065573770493,0.016046148240608533,0.05780602761401514,0.020323325635103928,0.3448275862068965,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0011156482916783788,0.03580562659846547,0.003664416586306654,0.015513385908742506,0.054767272245060346,0.007852193995381061,0.1724137931034483,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.008546451016833165,0.04859335038363171,0.010221793635486982,0.013970212257820223,0.045830814148193275,0.005542725173210161,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0014825234209050037,0.038363171355498715,0.015332690453230475,0.012910811299052152,0.05315799055558428,0.026789838337182445,0.27586206896551724,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.006571334480608792,0.08695652173913042,0.005496624879459982,0.016886116438167422,0.055122393064805056,0.013394919168591223,0.4827586206896552,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.7278430944652066e-05,0.0,0.0,0.004109006030828772,0.03050218129592128,0.0,0.5517241379310345,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.550985957142818e-05,0.12787723785166238,0.0,0.0076801466423215385,0.04387764963959733,0.005542725173210161,0.7931034482758621,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00017315873556170443,0.0,0.0,0.00354562517414286,0.11363641471818467,0.0023094688221709007,0.7586206896551725,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.001251249767243823,0.007672634271099743,0.0005785920925747348,0.0009910195866703261,0.05890060887487386,0.00046189376443418013,0.4827586206896552,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.005020417312552704,0.015345268542199485,0.0027965284474445514,0.002273935776623574,0.038164250121932315,0.0013856812933025402,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00035303824396484487,0.0,0.0031822565091610415,0.004980613370701542,0.03804287971518412,0.0023094688221709007,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00030401613618025273,0.0,0.001253616200578592,0.0007879167053650785,0.0903872390255305,0.0,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.009448220596322315,0.017902813299232736,0.001639344262295082,0.0013757923819069009,0.06844616660560687,0.0018475750577367205,0.8275862068965517,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.009095973031515285,0.0,0.0017357762777242046,0.0009165145096086038,0.06088973498546928,0.00046189376443418013,0.5517241379310345,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00032496913386237673,0.0,0.003471552555448409,0.000609308643915743,0.05187910608447831,0.0027713625866050804,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0006602170967763616,0.015345268542199485,0.0,0.0011196173909138497,0.07793103913296578,0.0,0.5517241379310345,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9.330014062228822e-05,0.0,0.003953712632594022,0.0005419478893119913,0.03972408460865911,0.0,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0002878072134450247,0.0,0.006460945033751206,0.001598286995598077,0.07462706694926492,0.0013856812933025402,0.5862068965517242,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.969627641510815e-05,0.0,0.0,0.0062910862329926855,0.04301457119161017,0.0,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.218482441585612e-05,0.0,0.0,0.010939998918145455,0.044093419251594115,0.0,0.034482758620689655,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0021597401195744092,0.06905370843989769,0.0013500482160077147,0.013024099840885733,0.048240241482157435,0.0069284064665127015,0.8620689655172414,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6.285899304637214e-05,0.43989769820971864,0.005496624879459982,0.014312119118308958,0.05645297233878527,0.013394919168591223,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0009274666521181702,0.12787723785166238,0.002025072324011572,0.01597980810349878,0.04205934113849938,0.006466512702078522,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0025621958109027544,0.038363171355498715,0.012921890067502412,0.013117996650333384,0.05547526628442481,0.0069284064665127015,0.7931034482758621,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00022534355997756052,0.0,0.00819672131147541,0.0067115806405191256,0.02236586884354231,0.011547344110854504,0.9655172413793104,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0006017068390979774,0.12531969309462915,0.03269045323047252,0.01599817921839071,0.06507027121790708,0.03094688221709007,0.44827586206896547,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0019936974964330488,0.10485933503836317,0.027483124397299906,0.017982259626719357,0.04621290616943759,0.015242494226327943,0.8620689655172414,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3.5580562101720084e-05,0.25575447570332477,0.02892960462873674,0.013472150920750072,0.04090632227439152,0.0,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.609241220792806e-05,0.0,0.06518804243008679,0.008550733364700313,0.057219403981398874,0.030484988452655886,0.7241379310344828,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0019241177305452405,0.040920716112531966,0.011186113789778206,0.008711990928751714,0.03466473672735937,0.011085450346420321,0.5172413793103449,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.008182343264658895,0.04859335038363171,0.009643201542912247,0.009915298954173254,0.03420847390199115,0.011085450346420321,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4.11153162064321e-05,0.0,0.017261330761812924,0.00729027075961498,0.05302313454808629,0.0,0.27586206896551724,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.234714294016417e-05,0.0,0.01986499517839923,0.010047979228392762,0.04453394887608756,0.011547344110854504,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.432384083470418e-05,0.0,0.0,0.004050830833670988,0.022909788073784215,0.0,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.7278430944652066e-05,0.0,0.012729026036644166,0.008326197516021143,0.015139834441774797,0.0,0.7241379310344828,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0014078042404913915,0.04859335038363171,0.006460945033751206,0.012053492604095332,0.05369067178520136,0.012471131639722863,0.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0067393538016446925,0.015345268542199485,0.0033751205400192868,0.004986737075665519,0.048107633074784405,0.004157043879907621,0.896551724137931,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3.676658083844409e-05,0.0,0.0,0.01620944703964793,0.046224144170062424,0.033256351039260966,0.9655172413793104,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.001577009580264016,0.15089514066496162,0.016200578592092577,0.023691593888134195,0.07407865251877309,0.03371824480369515,0.6206896551724138,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00015260107745848837,0.0,0.014271938283510126,0.0169177555804813,0.057599248402518226,0.04480369515011547,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.007067090312559425,0.0,0.0017357762777242046,0.0032231100460400567,0.050633935615246824,0.0,0.7586206896551725,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6.325433262528014e-05,0.1432225063938619,0.005400192864030859,0.019731598011428875,0.09105702386277052,0.026327944572748268,0.6551724137931035,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.609241220792806e-05,0.0,0.0,0.0006991229833874096,0.036098705607088034,0.0,0.5862068965517242,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0010670215234726947,0.07672634271099743,0.009643201542912247,0.020763442297859053,0.06787527617386535,0.022170900692840643,0.3448275862068965,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.03491718228831246,0.0,0.001639344262295082,0.0038599753622936966,0.05241178731409538,0.00046189376443418013,0.8620689655172414,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0003905955039611049,0.09974424552429666,0.008486017357762778,0.017606672388928747,0.06187193624007967,0.015704387990762122,0.10344827586206896,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0023898277544988655,0.09718670076726342,0.00781099324975892,0.011021648317665153,0.05603716631566646,0.03510392609699769,0.13793103448275862,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00018225154587658843,0.0,0.002025072324011572,0.006174735838677118,0.03562670958084506,0.004618937644341801,0.27586206896551724,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.004569730192597584,0.053708439897698204,0.008486017357762778,0.012815893872110504,0.03592114519721568,0.010161662817551964,0.3103448275862069,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00014232224840688034,0.06649616368286444,0.005110896817743491,0.01263626519316717,0.09976647434701598,0.030023094688221705,0.41379310344827586,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0001344154568287203,0.1432225063938619,0.005400192864030859,0.020498081749420034,0.06684138011638073,0.028637413394919167,0.8275862068965517,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.885978926028407e-05,0.0,0.01205400192864031,0.016202302717189955,0.05605739471679116,0.013856812933025403,0.5172413793103449,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9.409081978010422e-05,0.0,0.003857280617164899,0.010000010206174938,0.0741708041238967,0.009237875288683603,0.4827586206896552,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.0005099880567913213,0.038363171355498715,0.0028929604628736743,0.010091865780634597,0.0744068021370182,0.012933025404157044,0.9310344827586207,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.00048587234247793315,0.0,0.0,0.010295989279433843,0.022341145242167678,0.0009237875288683603,0.3448275862068965,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.5697072629020058e-05,0.0,0.0,0.002693409566656018,0.02289405487290945,0.0,0.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2.648775178683606e-05,0.0,0.0,0.005312314056250312,0.044329417264715607,0.0,0.1724137931034483,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3.676658083844409e-05,0.0,0.0,0.010114319365502517,0.1349121975011182,0.011085450346420321,0.7241379310344828,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
